CANDIDATO_ID;CANDIDATO;CURSO_ID;CURSO;PROCESSO_ID;PROCESSO;PERIODO_LETIVO;FORMA_PAGAMENTO_ID;FORMA_PAGAMENTO;BOLSA_ESTUDO;CALL_CENTER;VALOR;DATA_PREINSCRICAO;HORA_PREINSCRICAO;DATA_INSCRICAO;HORA_INSCRICAO;DATA_PAGINSCRICAO;HORA_PAGINSCRICAO
18823;Candidato 18823;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200519;1203;20200519;1209;20200520;0
18824;Candidato 18824;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200519;1205;20200519;1210;20200525;0
18825;Candidato 18825;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200519;1335;20200519;1338;;
18825;Candidato 18825;4;Curso 4;40;Processo 40;2020/2;2;Cartão de Crédito;0;1;200.00;20200521;947;20200521;1629;20200519;1339
18826;Candidato 18826;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200519;1348;20200519;1355;20200520;0
18827;Candidato 18827;4;Curso 4;40;Processo 40;2020/2;2;Cartão de Crédito;0;0;200.00;20200519;1411;20200519;1419;20200519;1433
18828;Candidato 18828;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200519;1601;20200519;1606;20200520;0
18829;Candidato 18829;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200519;1638;20200519;1647;20200520;0
18831;Candidato 18831;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200519;1925;20200519;1947;20200520;0
18832;Candidato 18832;4;Curso 4;40;Processo 40;2020/2;2;Cartão de Crédito;0;0;200.00;20200519;2238;20200519;2246;20200520;1920
18833;Candidato 18833;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200520;959;20200520;1001;20200521;0
18835;Candidato 18835;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200520;1141;20200520;1149;20200520;0
18836;Candidato 18836;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200520;1228;20200520;1233;20200521;0
18837;Candidato 18837;4;Curso 4;39;Processo 39;2020/2;;;;;;20200520;1426;;;;
18837;Candidato 18837;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200521;1347;20200603;2146;;
18838;Candidato 18838;4;Curso 4;40;Processo 40;2020/2;;;;;;20200520;1437;;;;
18839;Candidato 18839;4;Curso 4;39;Processo 39;2020/2;2;Cartão de Crédito;0;0;200.00;20200520;1721;20200520;1729;20200520;1804
18840;Candidato 18840;4;Curso 4;39;Processo 39;2020/2;2;Cartão de Crédito;0;0;200.00;20200520;2243;20200521;2149;20200521;2151
18841;Candidato 18841;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;925;;;;
18841;Candidato 18841;4;Curso 4;40;Processo 40;2020/2;;;;;;20200521;934;;;;
18842;Candidato 18842;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200521;1008;20200521;1011;20200522;0
18843;Candidato 18843;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200521;1056;20200521;1102;20200521;0
18844;Candidato 18844;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;1251;;;;
18845;Candidato 18845;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;1454;;;;
18846;Candidato 18846;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;1432;;;;
18847;Candidato 18847;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;1510;;;;
18848;Candidato 18848;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;1500;;;;
18849;Candidato 18849;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;1507;;;;
18850;Candidato 18850;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200605;1111;20200605;1112;;
18850;Candidato 18850;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200521;1511;20200521;1522;;
18851;Candidato 18851;5;Curso 5;38;Processo 38;2020/2;;;0;0;;20200521;1514;20200521;1519;;
18852;Candidato 18852;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200521;1559;20200521;1610;;
18853;Candidato 18853;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;1637;;;;
18854;Candidato 18854;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200521;1735;20200521;1757;;
18855;Candidato 18855;4;Curso 4;39;Processo 39;2020/2;2;Cartão de Crédito;0;0;200.00;20200521;1810;20200521;1835;20200521;1838
18856;Candidato 18856;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;1837;;;;
18857;Candidato 18857;4;Curso 4;40;Processo 40;2020/2;2;Cartão de Crédito;0;0;200.00;20200520;2258;20200521;2055;20200521;2058
18858;Candidato 18858;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200521;2024;20200521;2038;;
18858;Candidato 18858;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200521;2030;20200521;2033;;
18859;Candidato 18859;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200521;2024;20200521;2027;;
18860;Candidato 18860;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;2031;;;;
18861;Candidato 18861;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;2045;;;;
18862;Candidato 18862;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200521;2046;20200705;1938;;
18863;Candidato 18863;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;2052;;;;
18864;Candidato 18864;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;2053;;;;
18865;Candidato 18865;4;Curso 4;40;Processo 40;2020/2;2;Cartão de Crédito;0;0;200.00;20200521;2056;20200521;2107;20200527;929
18866;Candidato 18866;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;2209;;;;
18867;Candidato 18867;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;2102;;;;
18868;Candidato 18868;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;2133;;;;
18869;Candidato 18869;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;2139;;;;
18870;Candidato 18870;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;2149;;;;
18871;Candidato 18871;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;2214;;;;
18872;Candidato 18872;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;2252;;;;
18873;Candidato 18873;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;2300;;;;
18874;Candidato 18874;4;Curso 4;39;Processo 39;2020/2;;;;;;20200521;2340;;;;
18875;Candidato 18875;4;Curso 4;39;Processo 39;2020/2;;;;;;20200522;59;;;;
18876;Candidato 18876;4;Curso 4;39;Processo 39;2020/2;;;;;;20200522;141;;;;
18877;Candidato 18877;4;Curso 4;39;Processo 39;2020/2;;;;;;20200522;850;;;;
18878;Candidato 18878;4;Curso 4;39;Processo 39;2020/2;;;;;;20200522;942;;;;
18879;Candidato 18879;4;Curso 4;39;Processo 39;2020/2;;;;;;20200522;1031;;;;
18880;Candidato 18880;4;Curso 4;39;Processo 39;2020/2;;;;;;20200522;1123;;;;
18881;Candidato 18881;15;Curso 15;38;Processo 38;2020/2;;;;;;20200522;1111;;;;
18882;Candidato 18882;4;Curso 4;39;Processo 39;2020/2;;;;;;20200522;1107;;;;
18883;Candidato 18883;4;Curso 4;39;Processo 39;2020/2;;;;;;20200522;1304;;;;
18884;Candidato 18884;4;Curso 4;39;Processo 39;2020/2;;;;;;20200522;1519;;;;
18885;Candidato 18885;4;Curso 4;39;Processo 39;2020/2;;;;;;20200522;1545;;;;
18886;Candidato 18886;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200522;1629;20200522;1645;;
18887;Candidato 18887;4;Curso 4;39;Processo 39;2020/2;;;;;;20200522;1645;;;;
18888;Candidato 18888;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200522;1840;20200522;1843;;
18889;Candidato 18889;1;Curso 1;38;Processo 38;2020/2;;;0;0;;20200522;1853;20200522;1900;;
18890;Candidato 18890;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200522;1958;20200523;1104;;
18891;Candidato 18891;4;Curso 4;39;Processo 39;2020/2;;;;;;20200522;2134;;;;
18892;Candidato 18892;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200522;2124;20200522;2126;20200608;0
18893;Candidato 18893;4;Curso 4;39;Processo 39;2020/2;;;;;;20200523;844;;;;
18894;Candidato 18894;4;Curso 4;39;Processo 39;2020/2;;;;;;20200523;1155;;;;
18895;Candidato 18895;4;Curso 4;39;Processo 39;2020/2;;;;;;20200523;1504;;;;
18896;Candidato 18896;4;Curso 4;39;Processo 39;2020/2;;;;;;20200523;1634;;;;
18897;Candidato 18897;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200523;1736;20200523;1741;20200525;0
18898;Candidato 18898;4;Curso 4;39;Processo 39;2020/2;;;;;;20200523;1809;;;;
18899;Candidato 18899;4;Curso 4;39;Processo 39;2020/2;;;;;;20200523;2012;;;;
18900;Candidato 18900;4;Curso 4;39;Processo 39;2020/2;;;;;;20200524;838;;;;
18901;Candidato 18901;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200524;1002;20200524;1006;20200525;0
18902;Candidato 18902;4;Curso 4;39;Processo 39;2020/2;;;;;;20200524;1217;;;;
18903;Candidato 18903;4;Curso 4;39;Processo 39;2020/2;;;;;;20200524;1418;;;;
18904;Candidato 18904;4;Curso 4;39;Processo 39;2020/2;;;;;;20200524;1756;;;;
18905;Candidato 18905;4;Curso 4;39;Processo 39;2020/2;2;Cartão de Crédito;0;0;200.00;20200524;2040;20200524;2156;20200707;1008
18905;Candidato 18905;4;Curso 4;40;Processo 40;2020/2;;;;;;20200524;2141;;;;
18906;Candidato 18906;4;Curso 4;39;Processo 39;2020/2;;;;;;20200524;2344;;;;
18907;Candidato 18907;4;Curso 4;39;Processo 39;2020/2;;;;;;20200525;3;;;;
18908;Candidato 18908;4;Curso 4;39;Processo 39;2020/2;;;;;;20200525;33;;;;
18908;Candidato 18908;4;Curso 4;40;Processo 40;2020/2;;;;;;20200525;100;;;;
18909;Candidato 18909;4;Curso 4;39;Processo 39;2020/2;;;;;;20200525;732;;;;
18910;Candidato 18910;4;Curso 4;39;Processo 39;2020/2;;;;;;20200525;950;;;;
18911;Candidato 18911;4;Curso 4;39;Processo 39;2020/2;;;;;;20200525;1139;;;;
18912;Candidato 18912;4;Curso 4;39;Processo 39;2020/2;;;;;;20200525;1239;;;;
18914;Candidato 18914;20;Curso 20;38;Processo 38;2020/2;;;;;;20200525;1353;;;;
18915;Candidato 18915;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200525;1353;20200630;1117;;
18916;Candidato 18916;4;Curso 4;40;Processo 40;2020/2;2;Cartão de Crédito;0;0;200.00;20200525;1458;20200525;1504;20200526;1523
18917;Candidato 18917;4;Curso 4;39;Processo 39;2020/2;;;;;;20200525;1525;;;;
18919;Candidato 18919;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200525;1523;20200525;1611;20200527;0
18920;Candidato 18920;4;Curso 4;40;Processo 40;2020/2;2;Cartão de Crédito;0;0;200.00;20200525;1526;20200525;1531;20200602;1829
18921;Candidato 18921;4;Curso 4;39;Processo 39;2020/2;2;Cartão de Crédito;0;0;200.00;20200525;1744;20200525;1750;20200525;1754
18922;Candidato 18922;4;Curso 4;39;Processo 39;2020/2;;;;;;20200525;1651;;;;
18923;Candidato 18923;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200525;1632;20200525;1640;20200619;0
18924;Candidato 18924;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200525;1727;20200525;1733;20200526;0
18925;Candidato 18925;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200525;1755;20200525;1800;20200529;0
18927;Candidato 18927;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200525;1814;20200525;1823;20200706;0
18928;Candidato 18928;4;Curso 4;40;Processo 40;2020/2;;;;;;20200525;2004;;;;
18929;Candidato 18929;4;Curso 4;39;Processo 39;2020/2;;;;;;20200525;2034;;;;
18930;Candidato 18930;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200525;2046;20200525;2054;20200706;0
18931;Candidato 18931;4;Curso 4;39;Processo 39;2020/2;2;Cartão de Crédito;0;0;200.00;20200525;2047;20200525;2100;20200607;1931
18932;Candidato 18932;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200525;2324;20200525;2332;20200610;0
18933;Candidato 18933;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200526;1038;20200526;1046;20200527;0
18934;Candidato 18934;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200526;1125;20200526;1129;;
18935;Candidato 18935;4;Curso 4;39;Processo 39;2020/2;;;;;;20200526;1248;;;;
18938;Candidato 18938;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200526;1521;20200526;1558;;
18940;Candidato 18940;4;Curso 4;40;Processo 40;2020/2;;;;;;20200526;1717;;;;
18941;Candidato 18941;4;Curso 4;40;Processo 40;2020/2;;;;;;20200526;1708;;;;
18942;Candidato 18942;16;Curso 16;38;Processo 38;2020/2;;;0;0;;20200527;953;20200606;1027;;
18943;Candidato 18943;4;Curso 4;39;Processo 39;2020/2;;;;;;20200527;1034;;;;
18943;Candidato 18943;4;Curso 4;40;Processo 40;2020/2;;;;;;20200527;1008;;;;
18944;Candidato 18944;4;Curso 4;39;Processo 39;2020/2;;;;;;20200527;1147;;;;
18945;Candidato 18945;4;Curso 4;39;Processo 39;2020/2;;;;;;20200527;1041;;;;
18946;Candidato 18946;4;Curso 4;39;Processo 39;2020/2;;;;;;20200527;1132;;;;
18948;Candidato 18948;4;Curso 4;39;Processo 39;2020/2;;;;;;20200527;1214;;;;
18949;Candidato 18949;4;Curso 4;39;Processo 39;2020/2;;;;;;20200611;1043;;;;
18949;Candidato 18949;4;Curso 4;40;Processo 40;2020/2;2;Cartão de Crédito;0;0;200.00;20200527;1300;20200528;1942;20200528;1959
18950;Candidato 18950;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200527;1300;20200527;1302;20200528;0
18951;Candidato 18951;4;Curso 4;39;Processo 39;2020/2;;;;;;20200526;1557;;;;
18952;Candidato 18952;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200527;1333;20200527;1339;;
18953;Candidato 18953;39;Curso 39;38;Processo 38;2020/2;;;0;0;;20200527;1637;20200527;1643;;
18954;Candidato 18954;4;Curso 4;40;Processo 40;2020/2;;;;;;20200527;1907;;;;
18955;Candidato 18955;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200528;32;20200528;38;;
18956;Candidato 18956;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200528;59;20200528;107;;
18957;Candidato 18957;4;Curso 4;39;Processo 39;2020/2;;;;;;20200528;247;;;;
18958;Candidato 18958;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200528;814;20200528;827;;
18959;Candidato 18959;15;Curso 15;38;Processo 38;2020/2;;;0;0;;20200528;1046;20200528;1050;;
18960;Candidato 18960;9;Curso 9;38;Processo 38;2020/2;;;0;0;;20200528;1157;20200528;1202;;
18961;Candidato 18961;17;Curso 17;38;Processo 38;2020/2;;;0;0;;20200528;1241;20200528;1247;;
18963;Candidato 18963;4;Curso 4;39;Processo 39;2020/2;2;Cartão de Crédito;0;0;200.00;20200528;1430;20200528;1440;20200528;1808
18964;Candidato 18964;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200528;1514;20200528;1519;;
18966;Candidato 18966;2;Curso 2;38;Processo 38;2020/2;;;0;0;;20200528;1723;20200528;1725;;
18969;Candidato 18969;4;Curso 4;39;Processo 39;2020/2;;;;;;20200522;1950;;;;
18969;Candidato 18969;4;Curso 4;40;Processo 40;2020/2;;;;;;20200528;1816;;;;
18970;Candidato 18970;10;Curso 10;38;Processo 38;2020/2;;;0;0;;20200528;1809;20200528;1814;;
18972;Candidato 18972;4;Curso 4;40;Processo 40;2020/2;;;;;;20200528;1835;;;;
18973;Candidato 18973;4;Curso 4;39;Processo 39;2020/2;;;;;;20200528;2008;;;;
18974;Candidato 18974;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200528;2003;20200528;2006;;
18976;Candidato 18976;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200528;2212;20200528;2217;;
18977;Candidato 18977;4;Curso 4;40;Processo 40;2020/2;2;Cartão de Crédito;0;0;200.00;20200528;2123;20200605;214;20200605;944
18978;Candidato 18978;6;Curso 6;38;Processo 38;2020/2;;;0;0;;20200528;2222;20200528;2227;;
18979;Candidato 18979;9;Curso 9;38;Processo 38;2020/2;;;0;0;;20200528;2301;20200528;2305;;
18980;Candidato 18980;4;Curso 4;40;Processo 40;2020/2;2;Cartão de Crédito;0;0;200.00;20200529;4;20200529;12;20200529;13
18981;Candidato 18981;9;Curso 9;38;Processo 38;2020/2;;;0;0;;20200529;806;20200529;809;;
18982;Candidato 18982;4;Curso 4;39;Processo 39;2020/2;;;;;;20200529;1002;;;;
18983;Candidato 18983;9;Curso 9;38;Processo 38;2020/2;;;0;0;;20200529;926;20200529;928;;
18984;Candidato 18984;4;Curso 4;39;Processo 39;2020/2;;;;;;20200529;1017;;;;
18985;Candidato 18985;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200529;1049;20200529;1056;;
18986;Candidato 18986;4;Curso 4;40;Processo 40;2020/2;;;;;;20200529;1055;;;;
18987;Candidato 18987;4;Curso 4;39;Processo 39;2020/2;;;;;;20200529;1157;;;;
18987;Candidato 18987;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200529;1158;20200529;1206;;
18988;Candidato 18988;4;Curso 4;39;Processo 39;2020/2;;;;;;20200529;1316;;;;
18989;Candidato 18989;4;Curso 4;40;Processo 40;2020/2;;;;;;20200529;1227;;;;
18990;Candidato 18990;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200529;1438;20200529;1442;;
18991;Candidato 18991;4;Curso 4;39;Processo 39;2020/2;;;;;;20200529;1454;;;;
18991;Candidato 18991;4;Curso 4;40;Processo 40;2020/2;;;;;;20200529;1450;;;;
18992;Candidato 18992;4;Curso 4;39;Processo 39;2020/2;;;;;;20200529;1840;;;;
18994;Candidato 18994;4;Curso 4;39;Processo 39;2020/2;2;Cartão de Crédito;0;0;200.00;20200529;1803;20200615;1218;20200701;1048
18995;Candidato 18995;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200529;1805;20200529;1811;;
18996;Candidato 18996;4;Curso 4;39;Processo 39;2020/2;;;;;;20200529;1840;;;;
18997;Candidato 18997;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200529;1919;20200529;1924;;
18998;Candidato 18998;17;Curso 17;38;Processo 38;2020/2;;;0;0;;20200529;2056;20200529;2058;;
18999;Candidato 18999;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200529;2138;20200529;2142;;
19000;Candidato 19000;18;Curso 18;38;Processo 38;2020/2;;;0;0;;20200529;2152;20200529;2155;;
19001;Candidato 19001;4;Curso 4;40;Processo 40;2020/2;;;;;;20200529;2224;;;;
19002;Candidato 19002;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200530;111;20200601;1305;;
19003;Candidato 19003;1;Curso 1;38;Processo 38;2020/2;;;0;0;;20200530;938;20200601;935;;
19004;Candidato 19004;16;Curso 16;38;Processo 38;2020/2;;;0;0;;20200601;940;20200603;1659;;
19005;Candidato 19005;4;Curso 4;39;Processo 39;2020/2;;;;;;20200530;1443;;;;
19005;Candidato 19005;4;Curso 4;40;Processo 40;2020/2;2;Cartão de Crédito;0;0;200.00;20200530;1415;20200530;1851;20200608;2032
19006;Candidato 19006;4;Curso 4;40;Processo 40;2020/2;2;Cartão de Crédito;0;0;200.00;20200530;1419;20200602;1936;20200608;2058
19007;Candidato 19007;6;Curso 6;38;Processo 38;2020/2;;;;;;20200530;2152;;;;
19008;Candidato 19008;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200530;2229;20200530;2234;20200601;0
19009;Candidato 19009;4;Curso 4;39;Processo 39;2020/2;2;Cartão de Crédito;0;0;200.00;20200629;1034;20200629;1042;20200629;1047
19009;Candidato 19009;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200531;0;20200531;2015;20200601;0
19010;Candidato 19010;4;Curso 4;40;Processo 40;2020/2;;;;;;20200531;116;;;;
19011;Candidato 19011;4;Curso 4;40;Processo 40;2020/2;;;;;;20200531;737;;;;
19012;Candidato 19012;4;Curso 4;40;Processo 40;2020/2;;;;;;20200531;1106;;;;
19013;Candidato 19013;13;Curso 13;38;Processo 38;2020/2;;;0;0;;20200531;1129;20200531;1133;;
19014;Candidato 19014;4;Curso 4;39;Processo 39;2020/2;;;;;;20200531;1731;;;;
19015;Candidato 19015;17;Curso 17;38;Processo 38;2020/2;;;0;0;;20200601;1701;20200601;1704;;
19016;Candidato 19016;9;Curso 9;38;Processo 38;2020/2;;;0;0;;20200531;1935;20200531;1936;;
19017;Candidato 19017;4;Curso 4;40;Processo 40;2020/2;;;;;;20200531;2023;;;;
19018;Candidato 19018;4;Curso 4;39;Processo 39;2020/2;;;;;;20200531;2125;;;;
19019;Candidato 19019;4;Curso 4;39;Processo 39;2020/2;;;;;;20200531;2142;;;;
19020;Candidato 19020;4;Curso 4;40;Processo 40;2020/2;;;;;;20200531;2322;;;;
19021;Candidato 19021;1;Curso 1;38;Processo 38;2020/2;;;;;;20200601;536;;;;
19022;Candidato 19022;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200601;1154;20200601;1159;20200608;0
19023;Candidato 19023;4;Curso 4;40;Processo 40;2020/2;2;Cartão de Crédito;0;0;200.00;20200601;1246;20200601;1252;20200601;1255
19024;Candidato 19024;10;Curso 10;38;Processo 38;2020/2;;;0;0;;20200601;1334;20200601;1336;;
19026;Candidato 19026;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200601;1508;20200601;1521;;
19026;Candidato 19026;4;Curso 4;40;Processo 40;2020/2;;;;;;20200601;1531;;;;
19027;Candidato 19027;4;Curso 4;39;Processo 39;2020/2;;;;;;20200601;1507;;;;
19028;Candidato 19028;4;Curso 4;40;Processo 40;2020/2;;;;;;20200601;1514;;;;
19030;Candidato 19030;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200601;1528;20200601;1544;20200602;0
19032;Candidato 19032;4;Curso 4;39;Processo 39;2020/2;2;Cartão de Crédito;0;0;200.00;20200601;1553;20200601;1559;20200601;1603
19034;Candidato 19034;4;Curso 4;39;Processo 39;2020/2;;;;;;20200601;1802;;;;
19035;Candidato 19035;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200601;1813;20200601;1815;20200602;0
19036;Candidato 19036;4;Curso 4;39;Processo 39;2020/2;;;;;;20200601;1817;;;;
19037;Candidato 19037;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200601;2003;20200602;1258;20200602;0
19038;Candidato 19038;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200601;2006;20200601;2013;;
19039;Candidato 19039;4;Curso 4;40;Processo 40;2020/2;;;;;;20200601;2055;;;;
19040;Candidato 19040;6;Curso 6;38;Processo 38;2020/2;;;;;;20200601;2200;;;;
19041;Candidato 19041;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200601;2159;20200601;2207;;
19042;Candidato 19042;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200601;2254;20200601;2335;;
19043;Candidato 19043;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200602;5;20200602;7;;
19044;Candidato 19044;4;Curso 4;39;Processo 39;2020/2;;;;;;20200602;42;;;;
19045;Candidato 19045;12;Curso 12;38;Processo 38;2020/2;;;;;;20200602;350;;;;
19046;Candidato 19046;4;Curso 4;40;Processo 40;2020/2;;;;;;20200602;1038;;;;
19047;Candidato 19047;9;Curso 9;38;Processo 38;2020/2;;;0;0;;20200602;1053;20200602;1055;;
19048;Candidato 19048;18;Curso 18;38;Processo 38;2020/2;;;0;0;;20200602;1248;20200602;1254;;
19049;Candidato 19049;6;Curso 6;38;Processo 38;2020/2;;;0;0;;20200602;1255;20200602;1300;;
19050;Candidato 19050;4;Curso 4;39;Processo 39;2020/2;;;;;;20200602;1318;;;;
19051;Candidato 19051;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200602;1436;20200608;1647;;
19052;Candidato 19052;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200602;1351;20200602;1501;;
19053;Candidato 19053;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200602;1407;20200602;1415;;
19054;Candidato 19054;1;Curso 1;38;Processo 38;2020/2;;;0;0;;20200602;1424;20200602;1428;;
19055;Candidato 19055;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200602;1428;20200602;1433;20200603;0
19056;Candidato 19056;17;Curso 17;38;Processo 38;2020/2;;;;;;20200602;1433;;;;
19057;Candidato 19057;4;Curso 4;39;Processo 39;2020/2;;;;;;20200602;1505;;;;
19059;Candidato 19059;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200602;1502;20200602;1517;;
19060;Candidato 19060;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200602;1555;20200602;1626;20200603;0
19061;Candidato 19061;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200602;1607;20200602;1610;20200602;0
19062;Candidato 19062;4;Curso 4;39;Processo 39;2020/2;;;;;;20200602;1622;;;;
19063;Candidato 19063;18;Curso 18;38;Processo 38;2020/2;;;;;;20200602;1626;;;;
19064;Candidato 19064;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;100.00;20200602;1641;20200602;1643;20200703;0
19065;Candidato 19065;6;Curso 6;38;Processo 38;2020/2;;;0;0;;20200602;1657;20200602;1715;;
19066;Candidato 19066;6;Curso 6;38;Processo 38;2020/2;;;0;0;;20200602;1708;20200602;1715;;
19067;Candidato 19067;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;1;200.00;20200602;1735;20200603;1532;20200610;0
19068;Candidato 19068;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200602;1818;20200602;1821;;
19069;Candidato 19069;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200628;1104;20200628;1108;;
19069;Candidato 19069;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200602;2032;20200602;2036;20200608;0
19071;Candidato 19071;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200602;2047;20200602;2054;;
19072;Candidato 19072;4;Curso 4;40;Processo 40;2020/2;;;0;0;;20200602;2112;20200602;2125;;
19073;Candidato 19073;4;Curso 4;39;Processo 39;2020/2;;;;;;20200603;900;;;;
19074;Candidato 19074;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200603;952;20200603;956;20200603;0
19075;Candidato 19075;17;Curso 17;38;Processo 38;2020/2;;;0;0;;20200603;1109;20200721;2238;;
19076;Candidato 19076;4;Curso 4;39;Processo 39;2020/2;1;Boleto;0;0;200.00;20200603;1209;20200603;1213;20200604;0
19077;Candidato 19077;4;Curso 4;40;Processo 40;2020/2;1;Boleto;0;0;200.00;20200603;1207;20200603;1320;20200603;0
19078;Candidato 19078;4;Curso 4;39;Processo 39;2020/2;;;0;0;;20200603;1405;20200603;1412;;
