CANDIDATO_ID;CANDIDATO;CURSO_ID;CURSO;PROCESSO_ID;PROCESSO;PERIODO_LETIVO;FORMA_PAGAMENTO_ID;FORMA_PAGAMENTO;BOLSA_ESTUDO;CALL_CENTER;VALOR;DATA_PREINSCRICAO;HORA_PREINSCRICAO;DATA_INSCRICAO;HORA_INSCRICAO;DATA_PAGINSCRICAO;HORA_PAGINSCRICAO
9;Candidato 9;4;Curso 4;11;Processo 11;2019/1;;;0;1;;20181103;940;20181103;944;;
15;Candidato 15;17;Curso 17;15;Processo 15;2019/1;3;Isento;0;0;0.00;20181121;1505;20181121;1534;20181121;0
16;Candidato 16;4;Curso 4;11;Processo 11;2019/1;;;;;;20181014;1918;;;;
16;Candidato 16;6;Curso 6;15;Processo 15;2019/1;;;0;0;;20190123;1514;20190206;2320;;
16;Candidato 16;4;Curso 4;26;Processo 26;2020/1;;;;;;20190917;1238;;;;
16;Candidato 16;20;Curso 20;27;Processo 27;2020/1;;;;;;20200124;1137;;;;
20;Candidato 20;4;Curso 4;16;Processo 16;2019/1;;;0;0;;20190204;2112;20190204;2113;;
23;Candidato 23;17;Curso 17;10;Processo 10;2019/1;1;Boleto;1;1;50.00;20181016;1618;20181016;1633;20181017;0
23;Candidato 23;17;Curso 17;15;Processo 15;2019/1;3;Isento;0;0;0.00;20181120;1134;20181123;1555;20181128;0
25;Candidato 25;18;Curso 18;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190111;2029;20190111;2042;20190111;0
29;Candidato 29;13;Curso 13;10;Processo 10;2019/1;;;1;1;;20181023;1012;20181023;1028;;
29;Candidato 29;1;Curso 1;15;Processo 15;2019/1;;;0;1;;20181126;850;20181126;853;;
33;Candidato 33;16;Curso 16;15;Processo 15;2019/1;;;;;;20190220;948;;;;
41;Candidato 41;20;Curso 20;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190130;1159;20190130;1200;20190130;0
42;Candidato 42;20;Curso 20;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190117;1026;20190117;1029;20190117;0
43;Candidato 43;12;Curso 12;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190206;1630;20190206;1634;20190206;0
44;Candidato 44;9;Curso 9;10;Processo 10;2019/1;;;1;0;;20181016;1423;20181016;1427;;
45;Candidato 45;13;Curso 13;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180911;1747;20180930;1050;20181001;0
47;Candidato 47;4;Curso 4;29;Processo 29;2020/1;2;Cartão de Crédito;0;0;200.00;20191007;1039;20191007;1046;20191021;1615
50;Candidato 50;14;Curso 14;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190120;1803;20190130;1557;20190130;0
50;Candidato 50;9;Curso 9;25;Processo 25;2020/1;;;;;;20190903;1155;;;;
51;Candidato 51;9;Curso 9;15;Processo 15;2019/1;;;;;;20181210;1137;;;;
53;Candidato 53;9;Curso 9;10;Processo 10;2019/1;;;1;0;;20181004;1130;20181012;2043;;
55;Candidato 55;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180831;1953;20180831;1955;20180125;0
55;Candidato 55;4;Curso 4;21;Processo 21;2019/2;1;Boleto;0;0;300.00;20190421;1415;20190421;1416;20190509;0
55;Candidato 55;4;Curso 4;26;Processo 26;2020/1;;;0;0;;20190917;26;20190917;27;;
56;Candidato 56;3;Curso 3;15;Processo 15;2019/1;3;Isento;0;1;0.00;20190129;1410;20190129;1413;20190129;0
58;Candidato 58;18;Curso 18;10;Processo 10;2019/1;2;Cartão de Crédito;1;0;25.00;20181008;2241;20181008;2249;20181008;2250
59;Candidato 59;19;Curso 19;19;Processo 19;2019/2;;;0;0;;20190509;1113;20190509;1115;;
63;Candidato 63;17;Curso 17;10;Processo 10;2019/1;;;;;;20180927;2343;;;;
63;Candidato 63;17;Curso 17;15;Processo 15;2019/1;1;Boleto;0;0;50.00;20181127;1419;20181127;1431;20181128;0
69;Candidato 69;17;Curso 17;10;Processo 10;2019/1;;;;;;20181019;728;;;;
73;Candidato 73;1;Curso 1;15;Processo 15;2019/1;;;;;;20190305;1240;;;;
74;Candidato 74;10;Curso 10;15;Processo 15;2019/1;;;;;;20190128;2313;;;;
76;Candidato 76;14;Curso 14;25;Processo 25;2020/1;2;Cartão de Crédito;0;0;25.00;20191015;908;20191015;913;20191015;915
85;Candidato 85;0;Curso 0;15;Processo 15;2019/1;;;;;;20190130;1522;;;;
86;Candidato 86;12;Curso 12;10;Processo 10;2019/1;;;1;1;;20180906;1633;20180906;1638;;
86;Candidato 86;12;Curso 12;25;Processo 25;2020/1;;;0;0;;20191009;2246;20191009;2249;;
86;Candidato 86;12;Curso 12;38;Processo 38;2020/2;;;0;0;;20200618;847;20200618;1114;;
87;Candidato 87;1;Curso 1;15;Processo 15;2019/1;1;Boleto;0;0;50.00;20190212;800;20190212;801;20190213;0
95;Candidato 95;16;Curso 16;10;Processo 10;2019/1;;;1;0;;20181031;750;20181031;755;;
98;Candidato 98;19;Curso 19;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190218;1946;20190218;1950;20190218;0
98;Candidato 98;9;Curso 9;19;Processo 19;2019/2;;;;;;20190516;1738;;;;
98;Candidato 98;17;Curso 17;25;Processo 25;2020/1;1;Boleto;0;0;25.00;20190907;835;20190907;837;20191016;0
98;Candidato 98;20;Curso 20;27;Processo 27;2020/1;;;0;0;;20200206;2055;20200206;2057;;
100;Candidato 100;10;Curso 10;10;Processo 10;2019/1;1;Boleto;1;0;50.00;20181020;1706;20181022;937;20181025;0
100;Candidato 100;10;Curso 10;15;Processo 15;2019/1;;;;;;20181125;2043;;;;
100;Candidato 100;10;Curso 10;19;Processo 19;2019/2;2;Cartão de Crédito;0;0;25.00;20190428;2226;20190428;2227;20190428;2230
100;Candidato 100;10;Curso 10;20;Processo 20;2019/2;;;;;;20190531;2018;;;;
101;Candidato 101;12;Curso 12;10;Processo 10;2019/1;;;1;1;;20181025;945;20181025;958;;
101;Candidato 101;12;Curso 12;19;Processo 19;2019/2;;;0;0;;20190415;1652;20190415;1708;;
104;Candidato 104;12;Curso 12;10;Processo 10;2019/1;;;1;0;;20180831;1144;20180831;1146;;
107;Candidato 107;14;Curso 14;10;Processo 10;2019/1;;;1;1;;20180924;1821;20180924;1823;;
112;Candidato 112;12;Curso 12;10;Processo 10;2019/1;;;;;;20181006;747;;;;
115;Candidato 115;39;Curso 39;10;Processo 10;2019/1;;;1;0;;20180916;2138;20180916;2143;;
115;Candidato 115;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180903;1326;20180903;1352;;
115;Candidato 115;4;Curso 4;16;Processo 16;2019/1;;;;;;20190205;1356;;;;
115;Candidato 115;4;Curso 4;21;Processo 21;2019/2;;;0;0;;20190416;1851;20190416;1851;;
120;Candidato 120;17;Curso 17;10;Processo 10;2019/1;;;1;0;;20180903;1557;20180903;1606;;
120;Candidato 120;48;Curso 48;15;Processo 15;2019/1;3;Isento;0;0;0.00;20181204;1748;20181204;1749;20181204;0
125;Candidato 125;12;Curso 12;10;Processo 10;2019/1;;;;;;20180929;2029;;;;
125;Candidato 125;0;Curso 0;19;Processo 19;2019/2;;;;;;20190506;1738;;;;
126;Candidato 126;15;Curso 15;15;Processo 15;2019/1;3;Isento;0;0;0.00;20181123;2019;20181123;2028;20181123;0
127;Candidato 127;9;Curso 9;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20181001;1637;20181001;1644;20181002;0
130;Candidato 130;14;Curso 14;10;Processo 10;2019/1;1;Boleto;1;0;50.00;20181024;1454;20181024;1456;20181029;0
136;Candidato 136;10;Curso 10;10;Processo 10;2019/1;;;1;1;;20181006;910;20181006;930;;
136;Candidato 136;3;Curso 3;15;Processo 15;2019/1;;;;;;20190114;1737;;;;
136;Candidato 136;13;Curso 13;27;Processo 27;2020/1;1;Boleto;0;0;50.00;20200129;905;20200129;907;20200129;0
137;Candidato 137;15;Curso 15;38;Processo 38;2020/2;;;0;0;;20200603;1503;20200603;1517;;
139;Candidato 139;5;Curso 5;15;Processo 15;2019/1;;;0;0;;20181226;1033;20181226;1035;;
140;Candidato 140;18;Curso 18;10;Processo 10;2019/1;2;Cartão de Crédito;1;1;25.00;20181001;109;20181001;1522;20181001;1526
140;Candidato 140;18;Curso 18;15;Processo 15;2019/1;3;Isento;0;1;0.00;20181128;1052;20181128;1052;20181128;0
142;Candidato 142;1;Curso 1;10;Processo 10;2019/1;;;;;;20181009;1055;;;;
144;Candidato 144;17;Curso 17;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190125;1510;20190125;1527;20190221;0
146;Candidato 146;9;Curso 9;10;Processo 10;2019/1;;;1;0;;20180909;2;20180909;6;;
146;Candidato 146;9;Curso 9;20;Processo 20;2019/2;;;0;1;;20190531;2008;20190531;2009;;
149;Candidato 149;9;Curso 9;10;Processo 10;2019/1;1;Boleto;1;1;50.00;20181010;2145;20181018;842;20181022;0
149;Candidato 149;20;Curso 20;25;Processo 25;2020/1;;;;;;20191012;1808;;;;
150;Candidato 150;0;Curso 0;10;Processo 10;2019/1;;;;;;20180830;1708;;;;
153;Candidato 153;6;Curso 6;15;Processo 15;2019/1;;;0;0;;20190221;1504;20190221;1508;;
157;Candidato 157;9;Curso 9;25;Processo 25;2020/1;1;Boleto;0;0;25.00;20191010;2107;20191014;749;20191015;0
160;Candidato 160;6;Curso 6;15;Processo 15;2019/1;3;Isento;0;0;0.00;20181120;822;20181120;829;20181120;0
162;Candidato 162;9;Curso 9;15;Processo 15;2019/1;;;;;;20181120;1431;;;;
165;Candidato 165;4;Curso 4;12;Processo 12;2019/1;;;;;;20180911;1551;;;;
166;Candidato 166;12;Curso 12;10;Processo 10;2019/1;3;Isento;0;0;0.00;20180930;1944;20181001;852;20181001;0
169;Candidato 169;4;Curso 4;16;Processo 16;2019/1;2;Cartão de Crédito;0;0;100.00;20190213;1345;20190213;1349;20190214;1046
170;Candidato 170;3;Curso 3;15;Processo 15;2019/1;;;;;;20190223;921;;;;
172;Candidato 172;2;Curso 2;15;Processo 15;2019/1;;;;;;20181210;1312;;;;
173;Candidato 173;12;Curso 12;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180902;2202;20180902;2204;20181008;0
175;Candidato 175;15;Curso 15;19;Processo 19;2019/2;1;Boleto;0;0;25.00;20190419;1502;20190419;1505;20190422;0
181;Candidato 181;13;Curso 13;10;Processo 10;2019/1;;;0;0;;20181013;1451;20181013;1453;;
182;Candidato 182;3;Curso 3;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190123;1135;20190123;1158;20190123;0
184;Candidato 184;3;Curso 3;10;Processo 10;2019/1;2;Cartão de Crédito;0;0;50.00;20181015;2129;20181015;2132;20181106;1058
187;Candidato 187;20;Curso 20;10;Processo 10;2019/1;;;;;;20181003;825;;;;
193;Candidato 193;19;Curso 19;10;Processo 10;2019/1;;;1;1;;20180911;2054;20180914;2000;;
196;Candidato 196;15;Curso 15;10;Processo 10;2019/1;;;1;1;;20181101;1618;20181101;1637;;
197;Candidato 197;4;Curso 4;12;Processo 12;2019/1;1;Boleto;0;1;200.00;20181026;1800;20181026;1813;20181031;0
197;Candidato 197;4;Curso 4;22;Processo 22;2019/2;1;Boleto;0;0;200.00;20190430;1722;20190430;1733;20190430;0
197;Candidato 197;4;Curso 4;29;Processo 29;2020/1;1;Boleto;0;1;200.00;20191019;1044;20191019;1045;20191021;0
199;Candidato 199;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20181006;1129;20181006;1133;;
200;Candidato 200;4;Curso 4;11;Processo 11;2019/1;;;;;;20181107;2149;;;;
200;Candidato 200;4;Curso 4;21;Processo 21;2019/2;3;Isento;0;0;0.00;20190416;2130;20190416;2135;20190508;0
200;Candidato 200;4;Curso 4;26;Processo 26;2020/1;3;Isento;0;0;0.00;20191120;1148;20191127;1304;20191127;0
201;Candidato 201;4;Curso 4;11;Processo 11;2019/1;;;;;;20181107;1608;;;;
201;Candidato 201;4;Curso 4;12;Processo 12;2019/1;;;;;;20181107;1608;;;;
202;Candidato 202;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180905;1128;20180905;1133;20180906;0
208;Candidato 208;2;Curso 2;15;Processo 15;2019/1;;;;;;20190123;1756;;;;
208;Candidato 208;5;Curso 5;27;Processo 27;2020/1;;;;;;20200115;2002;;;;
211;Candidato 211;20;Curso 20;15;Processo 15;2019/1;;;;;;20190202;2048;;;;
213;Candidato 213;1;Curso 1;10;Processo 10;2019/1;;;;;;20181002;2040;;;;
214;Candidato 214;4;Curso 4;11;Processo 11;2019/1;2;Cartão de Crédito;0;0;200.00;20180921;2203;20180921;2207;20180921;2211
214;Candidato 214;4;Curso 4;12;Processo 12;2019/1;1;Boleto;0;1;200.00;20180904;1321;20180904;1723;20180905;0
214;Candidato 214;4;Curso 4;16;Processo 16;2019/1;1;Boleto;0;0;100.00;20190205;1347;20190205;1347;20190205;0
217;Candidato 217;20;Curso 20;15;Processo 15;2019/1;1;Boleto;0;1;50.00;20190108;1248;20190108;1252;20190109;0
218;Candidato 218;4;Curso 4;16;Processo 16;2019/1;2;Cartão de Crédito;0;0;100.00;20190207;1816;20190207;1817;20190207;1828
218;Candidato 218;4;Curso 4;21;Processo 21;2019/2;3;Isento;0;0;0.00;20190415;1945;20190415;1948;20190508;0
222;Candidato 222;4;Curso 4;22;Processo 22;2019/2;2;Cartão de Crédito;0;0;200.00;20190424;1346;20190424;1351;20190424;1807
226;Candidato 226;17;Curso 17;10;Processo 10;2019/1;;;1;0;;20180830;2303;20180830;2307;;
227;Candidato 227;15;Curso 15;10;Processo 10;2019/1;2;Cartão de Crédito;1;0;25.00;20180902;2225;20180902;2230;20180902;2241
232;Candidato 232;6;Curso 6;10;Processo 10;2019/1;3;Isento;0;0;0.00;20181002;1341;20181002;1345;20181002;0
232;Candidato 232;9;Curso 9;25;Processo 25;2020/1;;;;;;20190926;1428;;;;
234;Candidato 234;14;Curso 14;15;Processo 15;2019/1;1;Boleto;0;0;50.00;20181211;1616;20181211;1617;20181212;0
235;Candidato 235;13;Curso 13;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180830;1359;20180830;1412;20180918;0
235;Candidato 235;13;Curso 13;25;Processo 25;2020/1;;;0;0;;20191023;952;20191023;954;;
235;Candidato 235;4;Curso 4;26;Processo 26;2020/1;;;;;;20191023;950;;;;
239;Candidato 239;9;Curso 9;15;Processo 15;2019/1;;;;;;20181122;1122;;;;
242;Candidato 242;4;Curso 4;16;Processo 16;2019/1;1;Boleto;0;0;100.00;20190207;2035;20190207;2054;20190207;0
246;Candidato 246;9;Curso 9;10;Processo 10;2019/1;;;;;;20181020;2233;;;;
246;Candidato 246;9;Curso 9;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190129;2244;20190129;2321;20190129;0
248;Candidato 248;5;Curso 5;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190302;22;20190302;28;20190302;0
250;Candidato 250;4;Curso 4;26;Processo 26;2020/1;1;Boleto;0;0;300.00;20191016;1355;20191016;1356;20191016;0
250;Candidato 250;4;Curso 4;39;Processo 39;2020/2;;;;;;20200602;1857;;;;
252;Candidato 252;9;Curso 9;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20181007;1231;20181007;1350;20181008;0
254;Candidato 254;9;Curso 9;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190214;1927;20190214;1938;20190214;0
256;Candidato 256;6;Curso 6;15;Processo 15;2019/1;3;Isento;0;1;0.00;20190114;2038;20190115;1522;20190115;0
258;Candidato 258;12;Curso 12;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180904;1101;20180904;1105;20180910;0
262;Candidato 262;6;Curso 6;25;Processo 25;2020/1;;;0;0;;20191008;1554;20191008;1555;;
263;Candidato 263;12;Curso 12;10;Processo 10;2019/1;;;1;0;;20181015;2312;20181015;2316;;
267;Candidato 267;1;Curso 1;19;Processo 19;2019/2;;;;;;20190519;2220;;;;
267;Candidato 267;39;Curso 39;20;Processo 20;2019/2;3;Isento;0;1;0.00;20190611;1058;20190611;1058;20190612;0
267;Candidato 267;4;Curso 4;21;Processo 21;2019/2;;;0;0;;20190516;1111;20190516;1112;;
267;Candidato 267;39;Curso 39;38;Processo 38;2020/2;;;;;;20200905;1058;;;;
268;Candidato 268;18;Curso 18;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190108;1542;20190108;1557;20190108;0
269;Candidato 269;12;Curso 12;10;Processo 10;2019/1;1;Boleto;1;0;25.00;20180913;1838;20180913;1848;20180914;0
270;Candidato 270;0;Curso 0;10;Processo 10;2019/1;;;;;;20180830;2107;;;;
273;Candidato 273;39;Curso 39;10;Processo 10;2019/1;;;;;;20180927;1700;;;;
274;Candidato 274;6;Curso 6;27;Processo 27;2020/1;;;;;;20200119;1215;;;;
275;Candidato 275;1;Curso 1;10;Processo 10;2019/1;1;Boleto;0;0;25.00;20180918;2043;20180924;1700;20181008;0
276;Candidato 276;15;Curso 15;15;Processo 15;2019/1;3;Isento;0;1;0.00;20190105;1414;20190105;1417;20190105;0
279;Candidato 279;4;Curso 4;26;Processo 26;2020/1;1;Boleto;0;1;300.00;20191007;942;20191007;943;20191008;0
280;Candidato 280;17;Curso 17;15;Processo 15;2019/1;;;;;;20190206;1436;;;;
287;Candidato 287;16;Curso 16;19;Processo 19;2019/2;1;Boleto;0;0;25.00;20190430;1702;20190430;1704;20190508;0
287;Candidato 287;16;Curso 16;20;Processo 20;2019/2;3;Isento;0;1;0.00;20190604;1040;20190604;1041;20190604;0
287;Candidato 287;16;Curso 16;38;Processo 38;2020/2;;;0;1;;20200703;944;20200703;945;;
290;Candidato 290;14;Curso 14;10;Processo 10;2019/1;;;1;0;;20180830;958;20180830;1024;;
292;Candidato 292;39;Curso 39;10;Processo 10;2019/1;3;Isento;0;0;0.00;20181005;2049;20181005;2050;20181005;0
292;Candidato 292;39;Curso 39;15;Processo 15;2019/1;;;;;;20190131;336;;;;
294;Candidato 294;6;Curso 6;15;Processo 15;2019/1;1;Boleto;0;0;50.00;20181227;1959;20181227;2001;20181227;0
297;Candidato 297;10;Curso 10;10;Processo 10;2019/1;3;Isento;0;0;0.00;20181108;4;20181108;15;20181108;0
297;Candidato 297;10;Curso 10;19;Processo 19;2019/2;;;0;0;;20190512;1828;20190512;1831;;
297;Candidato 297;10;Curso 10;20;Processo 20;2019/2;;;0;0;;20190611;2129;20190611;2131;;
301;Candidato 301;9;Curso 9;15;Processo 15;2019/1;;;;;;20190121;121;;;;
305;Candidato 305;9;Curso 9;19;Processo 19;2019/2;;;0;0;;20190507;43;20190507;51;;
305;Candidato 305;9;Curso 9;20;Processo 20;2019/2;;;0;1;;20190530;1421;20190530;1422;;
305;Candidato 305;10;Curso 10;27;Processo 27;2020/1;1;Boleto;0;0;50.00;20200102;1346;20200102;1349;20200113;0
306;Candidato 306;15;Curso 15;10;Processo 10;2019/1;;;1;0;;20180928;2331;20180928;2333;;
310;Candidato 310;9;Curso 9;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190112;2149;20190204;1353;20190204;0
310;Candidato 310;9;Curso 9;20;Processo 20;2019/2;;;;;;20190624;1439;;;;
310;Candidato 310;4;Curso 4;26;Processo 26;2020/1;;;0;0;;20190904;118;20190904;118;;
310;Candidato 310;4;Curso 4;29;Processo 29;2020/1;;;;;;20190904;116;;;;
315;Candidato 315;9;Curso 9;10;Processo 10;2019/1;;;;;;20181009;2234;;;;
316;Candidato 316;39;Curso 39;15;Processo 15;2019/1;3;Isento;0;0;0.00;20190120;1151;20190120;1156;20190120;0
321;Candidato 321;15;Curso 15;15;Processo 15;2019/1;;;;;;20181120;1007;;;;
329;Candidato 329;9;Curso 9;10;Processo 10;2019/1;3;Isento;1;0;0.00;20181107;2053;20181107;2103;20181113;0
329;Candidato 329;9;Curso 9;15;Processo 15;2019/1;;;;;;20190214;1956;;;;
329;Candidato 329;9;Curso 9;25;Processo 25;2020/1;;;0;0;;20190917;2144;20190917;2145;;
329;Candidato 329;9;Curso 9;27;Processo 27;2020/1;;;0;0;;20191123;1700;20191123;1701;;
332;Candidato 332;39;Curso 39;10;Processo 10;2019/1;;;;;;20181021;1006;;;;
335;Candidato 335;9;Curso 9;15;Processo 15;2019/1;;;;;;20181123;2006;;;;
335;Candidato 335;17;Curso 17;27;Processo 27;2020/1;;;;;;20200107;2022;;;;
336;Candidato 336;13;Curso 13;19;Processo 19;2019/2;;;0;0;;20190424;1030;20190424;1038;;
337;Candidato 337;1;Curso 1;10;Processo 10;2019/1;2;Cartão de Crédito;1;0;25.00;20180830;2033;20180830;2036;20181008;1915
337;Candidato 337;4;Curso 4;12;Processo 12;2019/1;2;Cartão de Crédito;0;0;200.00;20181019;1203;20181019;1210;20181019;1250
341;Candidato 341;45;Curso 45;15;Processo 15;2019/1;;;0;1;;20190109;1315;20190109;1333;;
342;Candidato 342;17;Curso 17;15;Processo 15;2019/1;;;;;;20190110;1406;;;;
344;Candidato 344;3;Curso 3;10;Processo 10;2019/1;;;0;0;;20181001;1149;20181001;1159;;
344;Candidato 344;3;Curso 3;15;Processo 15;2019/1;;;;;;20190101;1857;;;;
346;Candidato 346;9;Curso 9;10;Processo 10;2019/1;;;;;;20181004;959;;;;
352;Candidato 352;2;Curso 2;10;Processo 10;2019/1;;;1;1;;20180829;1959;20180829;2020;;
353;Candidato 353;9;Curso 9;10;Processo 10;2019/1;;;;;;20181018;905;;;;
354;Candidato 354;17;Curso 17;15;Processo 15;2019/1;;;;;;20190121;2245;;;;
356;Candidato 356;5;Curso 5;10;Processo 10;2019/1;3;Isento;0;0;0.00;20180906;1349;20180906;1620;20180906;0
359;Candidato 359;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180903;1043;20180903;1056;20180904;0
359;Candidato 359;4;Curso 4;21;Processo 21;2019/2;2;Cartão de Crédito;0;0;300.00;20190521;2014;20190521;2016;20190521;2032
361;Candidato 361;13;Curso 13;15;Processo 15;2019/1;;;;;;20190121;1802;;;;
362;Candidato 362;4;Curso 4;12;Processo 12;2019/1;1;Boleto;0;0;200.00;20180829;2045;20180922;1649;20181030;0
363;Candidato 363;22;Curso 22;15;Processo 15;2019/1;;;;;;20190121;1718;;;;
363;Candidato 363;0;Curso 0;27;Processo 27;2020/1;;;;;;20200203;849;;;;
365;Candidato 365;18;Curso 18;10;Processo 10;2019/1;;;;;;20180905;1816;;;;
369;Candidato 369;6;Curso 6;10;Processo 10;2019/1;;;1;0;;20181004;1654;20181004;1717;;
372;Candidato 372;4;Curso 4;16;Processo 16;2019/1;;;;;;20190205;1949;;;;
373;Candidato 373;10;Curso 10;15;Processo 15;2019/1;;;;;;20181127;905;;;;
375;Candidato 375;16;Curso 16;10;Processo 10;2019/1;;;;;;20180919;2057;;;;
376;Candidato 376;50;Curso 50;27;Processo 27;2020/1;2;Cartão de Crédito;0;1;25.00;20190912;1342;20190912;1343;20190912;1345
380;Candidato 380;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180908;941;20180908;946;20180910;0
380;Candidato 380;4;Curso 4;21;Processo 21;2019/2;1;Boleto;0;0;300.00;20190516;1917;20190516;1918;20190522;0
381;Candidato 381;1;Curso 1;15;Processo 15;2019/1;3;Isento;0;0;0.00;20181120;1445;20181120;1449;20181120;0
382;Candidato 382;4;Curso 4;21;Processo 21;2019/2;3;Isento;0;0;0.00;20190417;2207;20190417;2208;20190502;0
382;Candidato 382;4;Curso 4;26;Processo 26;2020/1;3;Isento;0;0;0.00;20190930;2231;20190930;2233;20191011;0
383;Candidato 383;9;Curso 9;15;Processo 15;2019/1;;;;;;20181126;1525;;;;
383;Candidato 383;4;Curso 4;26;Processo 26;2020/1;;;0;0;;20190906;1406;20190906;1407;;
383;Candidato 383;9;Curso 9;38;Processo 38;2020/2;;;0;0;;20200820;1427;20200820;1431;;
385;Candidato 385;1;Curso 1;10;Processo 10;2019/1;;;;;;20181105;2035;;;;
386;Candidato 386;4;Curso 4;11;Processo 11;2019/1;;;0;1;;20181029;1601;20181029;1619;;
386;Candidato 386;18;Curso 18;15;Processo 15;2019/1;;;0;0;;20181211;2316;20181212;1740;;
386;Candidato 386;4;Curso 4;16;Processo 16;2019/1;;;;;;20190204;2012;;;;
387;Candidato 387;9;Curso 9;10;Processo 10;2019/1;1;Boleto;0;0;25.00;20180829;1555;20180829;1604;20180903;0
389;Candidato 389;17;Curso 17;20;Processo 20;2019/2;;;;;;20190605;1247;;;;
390;Candidato 390;9;Curso 9;15;Processo 15;2019/1;;;;;;20190213;1355;;;;
394;Candidato 394;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180920;1838;20180920;1839;;
394;Candidato 394;4;Curso 4;16;Processo 16;2019/1;1;Boleto;0;0;100.00;20190207;307;20190207;311;20190215;0
394;Candidato 394;4;Curso 4;21;Processo 21;2019/2;;;0;0;;20190417;2337;20190417;2339;;
395;Candidato 395;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180924;1134;20180924;1136;;
395;Candidato 395;4;Curso 4;12;Processo 12;2019/1;1;Boleto;0;0;200.00;20181024;1320;20181024;1322;20181026;0
396;Candidato 396;4;Curso 4;22;Processo 22;2019/2;1;Boleto;0;0;200.00;20190522;1057;20190522;1839;20190523;0
398;Candidato 398;1;Curso 1;10;Processo 10;2019/1;2;Cartão de Crédito;1;0;50.00;20180927;1131;20180927;1232;20181010;1309
398;Candidato 398;4;Curso 4;11;Processo 11;2019/1;;;;;;20181010;1304;;;;
400;Candidato 400;49;Curso 49;15;Processo 15;2019/1;;;0;0;;20190116;1359;20190116;1412;;
402;Candidato 402;13;Curso 13;10;Processo 10;2019/1;;;;;;20181031;2301;;;;
403;Candidato 403;4;Curso 4;11;Processo 11;2019/1;;;;;;20180830;1707;;;;
403;Candidato 403;4;Curso 4;12;Processo 12;2019/1;;;0;0;;20180830;1708;20180830;1724;;
403;Candidato 403;4;Curso 4;40;Processo 40;2020/2;;;;;;20200614;1848;;;;
404;Candidato 404;15;Curso 15;10;Processo 10;2019/1;2;Cartão de Crédito;1;0;50.00;20181020;1950;20181103;1407;20181103;1416
406;Candidato 406;14;Curso 14;10;Processo 10;2019/1;;;;;;20181002;2302;;;;
410;Candidato 410;4;Curso 4;11;Processo 11;2019/1;;;;;;20181106;926;;;;
415;Candidato 415;4;Curso 4;11;Processo 11;2019/1;1;Boleto;0;0;300.00;20180912;2019;20180912;2021;20181029;0
417;Candidato 417;4;Curso 4;11;Processo 11;2019/1;3;Isento;0;0;0.00;20180927;1846;20180927;1848;20181001;0
421;Candidato 421;5;Curso 5;10;Processo 10;2019/1;3;Isento;0;0;0.00;20180919;1843;20180919;1859;20180919;0
423;Candidato 423;2;Curso 2;10;Processo 10;2019/1;3;Isento;0;0;0.00;20180905;1115;20180905;1129;20180905;0
426;Candidato 426;4;Curso 4;11;Processo 11;2019/1;;;0;0;;20180828;1653;20180828;1658;;
426;Candidato 426;4;Curso 4;12;Processo 12;2019/1;2;Cartão de Crédito;0;0;200.00;20180825;1131;20180903;1802;20181103;1706
428;Candidato 428;18;Curso 18;10;Processo 10;2019/1;;;;;;20181020;155;;;;
428;Candidato 428;18;Curso 18;15;Processo 15;2019/1;;;;;;20181124;1300;;;;
429;Candidato 429;4;Curso 4;11;Processo 11;2019/1;;;;;;20180920;1541;;;;
429;Candidato 429;4;Curso 4;12;Processo 12;2019/1;;;0;0;;20180920;1544;20180920;1546;;
430;Candidato 430;14;Curso 14;10;Processo 10;2019/1;;;;;;20181019;1316;;;;
431;Candidato 431;17;Curso 17;15;Processo 15;2019/1;1;Boleto;0;0;50.00;20190105;54;20190105;104;20190108;0
435;Candidato 435;4;Curso 4;16;Processo 16;2019/1;;;;;;20190207;2329;;;;
